itemid,hotelid,hotelname,features
428,241932,Hotel Backelar Wirt Superior,ptype=hotels|star=3|amen=air conditioning|amen=alarm clock|amen=bathrobes|amen=carpeting|amen=closet|amen=desk|amen=free wi-fi in all rooms|amen=hair dryer|amen=heating|amen=in-room safe box|amen=linens|amen=mirror|amen=seating area|amen=shower|amen=smoke detector|amen=sofa|amen=toiletries|amen=towels|amen=tv [flat screen]|amen=wake-up service
429,241932,Hotel Backelar Wirt Superior,ptype=hotels|star=3|amen=air conditioning|amen=alarm clock|amen=bathrobes|amen=carpeting|amen=closet|amen=desk|amen=free wi-fi in all rooms|amen=hair dryer|amen=heating|amen=in-room safe box|amen=linens|amen=mirror|amen=seating area|amen=smoke detector|amen=sofa|amen=toiletries|amen=towels|amen=tv [flat screen]|amen=wake-up service
430,241932,Hotel Backelar Wirt Superior,ptype=hotels|star=3|amen=air conditioning|amen=alarm clock|amen=bathrobes|amen=carpeting|amen=closet|amen=desk|amen=free wi-fi in all rooms|amen=hair dryer|amen=heating|amen=in-room safe box|amen=linens|amen=mirror|amen=seating area|amen=smoke detector|amen=toiletries|amen=towels|amen=tv [flat screen]|amen=wake-up service
431,248928,Hotel Auriga,ptype=hotels|star=4|amen=air conditioning|amen=bathrobes|amen=carpeting|amen=closet|amen=desk|amen=free wi-fi in all rooms|amen=hair dryer|amen=heating|amen=in-room safe box|amen=mini bar|amen=mirror|amen=satellitecable channels|amen=shower|amen=slippers|amen=sofa|amen=telephone|amen=toiletries|amen=towels
432,248928,Hotel Auriga,ptype=hotels|star=4|amen=air conditioning|amen=bathrobes|amen=carpeting|amen=closet|amen=desk|amen=free wi-fi in all rooms|amen=hair dryer|amen=heating|amen=in-room safe box|amen=mini bar|amen=mirror|amen=satellitecable channels|amen=shower|amen=sofa|amen=telephone|amen=toiletries|amen=towels
433,248928,Hotel Auriga,ptype=hotels|star=4|amen=air conditioning|amen=bathrobes|amen=carpeting|amen=free wi-fi in all rooms|amen=hair dryer|amen=in-room safe box|amen=mini bar|amen=mirror|amen=satellitecable channels|amen=slippers|amen=sofa|amen=telephone|amen=toiletries|amen=towels|amen=woodenparqueted flooring
434,248928,Hotel Auriga,ptype=hotels|star=4|amen=air conditioning|amen=bathrobes|amen=closet|amen=desk|amen=free wi-fi in all rooms|amen=hair dryer|amen=heating|amen=in-room safe box|amen=mini bar|amen=mirror|amen=satellitecable channels|amen=seating area|amen=slippers|amen=sofa|amen=telephone|amen=toiletries|amen=towels|amen=woodenparqueted flooring
435,248928,Hotel Auriga,ptype=hotels|star=4|amen=air conditioning|amen=bathrobes|amen=desk|amen=dressing room|amen=free wi-fi in all rooms|amen=hair dryer|amen=in-room safe box|amen=linens|amen=mini bar|amen=mirror|amen=satellitecable channels|amen=seating area|amen=shower|amen=slippers|amen=telephone|amen=towels|amen=wake-up service|amen=woodenparqueted flooring
436,248928,Hotel Auriga,ptype=hotels|star=4|amen=air conditioning|amen=bathrobes|amen=free wi-fi in all rooms|amen=hair dryer|amen=in-room safe box|amen=mini bar|amen=mirror|amen=satellitecable channels|amen=sofa|amen=telephone|amen=towels|amen=woodenparqueted flooring
437,248928,Hotel Auriga,ptype=hotels|star=4|amen=air conditioning|amen=bathrobes|amen=free wi-fi in all rooms|amen=hair dryer|amen=in-room safe box|amen=mirror|amen=satellitecable channels|amen=telephone|amen=toiletries|amen=towels|amen=wake-up service|amen=woodenparqueted flooring
438,248928,Hotel Auriga,ptype=hotels|star=4|amen=air conditioning|amen=carpeting|amen=free wi-fi in all rooms|amen=hair dryer|amen=in-room safe box|amen=mini bar|amen=satellitecable channels|amen=shower|amen=sofa|amen=telephone
439,248928,Hotel Auriga,ptype=hotels|star=4|amen=air conditioning|amen=free wi-fi in all rooms|amen=hair dryer|amen=in-room safe box|amen=satellitecable channels|amen=sofa|amen=telephone|amen=woodenparqueted flooring
440,249350,Der Hubertushof,ptype=hotels|star=4|amen=air conditioning|amen=carpeting|amen=closet|amen=clothes rack|amen=desk|amen=fan|amen=free wi-fi in all rooms|amen=hair dryer|amen=heating|amen=in-room safe box|amen=linens|amen=mini bar|amen=satellitecable channels|amen=seating area|amen=telephone|amen=toiletries|amen=towels|amen=wake-up service|amen=woodenparqueted flooring
441,251488,Rilano Resort Steinplatte,ptype=resorts|star=4|amen=additional toilet|amen=air conditioning|amen=bathrobes|amen=carpeting|amen=closet|amen=clothes rack|amen=coffeetea maker|amen=desk|amen=free wi-fi in all rooms|amen=hair dryer|amen=heating|amen=in-room safe box|amen=linens|amen=mini bar|amen=mirror|amen=satellitecable channels|amen=seating area|amen=sofa|amen=soundproofing|amen=telephone|amen=toiletries|amen=towels|amen=wake-up service
442,251488,Rilano Resort Steinplatte,ptype=resorts|star=4|amen=air conditioning|amen=bathrobes|amen=carpeting|amen=closet|amen=clothes rack|amen=desk|amen=free wi-fi in all rooms|amen=hair dryer|amen=heating|amen=in-room safe box|amen=linens|amen=mini bar|amen=mirror|amen=satellitecable channels|amen=seating area|amen=sofa|amen=soundproofing|amen=telephone|amen=toiletries|amen=towels|amen=wake-up service
443,251488,Rilano Resort Steinplatte,ptype=resorts|star=4|amen=air conditioning|amen=bathrobes|amen=carpeting|amen=closet|amen=clothes rack|amen=desk|amen=free wi-fi in all rooms|amen=hair dryer|amen=heating|amen=in-room safe box|amen=linens|amen=mini bar|amen=mirror|amen=satellitecable channels|amen=seating area|amen=sofa|amen=soundproofing|amen=telephone|amen=toiletries|amen=towels|amen=wake-up service
444,251488,Rilano Resort Steinplatte,ptype=resorts|star=4|amen=air conditioning|amen=bathrobes|amen=carpeting|amen=closet|amen=clothes rack|amen=desk|amen=free wi-fi in all rooms|amen=hair dryer|amen=heating|amen=in-room safe box|amen=linens|amen=mini bar|amen=mirror|amen=satellitecable channels|amen=seating area|amen=sofa|amen=soundproofing|amen=telephone|amen=toiletries|amen=towels|amen=wake-up service
445,252607,Hotel Alpina,ptype=hotels|star=4|amen=air conditioning|amen=carpeting|amen=closet|amen=desk|amen=dressing room|amen=free bottled water|amen=free wi-fi in all rooms|amen=hair dryer|amen=heating|amen=in-room safe box|amen=linens|amen=private entrance|amen=satellitecable channels|amen=smoke detector|amen=soundproofing|amen=toiletries|amen=towels|amen=wake-up service|amen=woodenparqueted flooring
446,252607,Hotel Alpina,ptype=hotels|star=4|amen=air conditioning|amen=carpeting|amen=desk|amen=dressing room|amen=free bottled water|amen=free wi-fi in all rooms|amen=hair dryer|amen=heating|amen=in-room safe box|amen=linens|amen=private entrance|amen=satellitecable channels|amen=smoke detector|amen=soundproofing|amen=toiletries|amen=towels|amen=wake-up service|amen=woodenparqueted flooring
447,252607,Hotel Alpina,ptype=hotels|star=4|amen=air conditioning|amen=carpeting|amen=desk|amen=dressing room|amen=free bottled water|amen=free wi-fi in all rooms|amen=hair dryer|amen=heating|amen=in-room safe box|amen=linens|amen=private entrance|amen=satellitecable channels|amen=smoke detector|amen=soundproofing|amen=toiletries|amen=towels|amen=wake-up service|amen=woodenparqueted flooring
448,260205,Hotel Senningerbrau,ptype=hotels|star=4|amen=air conditioning|amen=bathrobes|amen=carpeting|amen=closet|amen=desk|amen=free wi-fi in all rooms|amen=hair dryer|amen=heating|amen=in-room safe box|amen=linens|amen=mirror|amen=satellitecable channels|amen=slippers|amen=smoke detector|amen=sofa|amen=soundproofing|amen=telephone|amen=towels
449,260205,Hotel Senningerbrau,ptype=hotels|star=4|amen=air conditioning|amen=bathrobes|amen=carpeting|amen=closet|amen=desk|amen=free wi-fi in all rooms|amen=hair dryer|amen=heating|amen=in-room safe box|amen=linens|amen=mirror|amen=satellitecable channels|amen=slippers|amen=smoke detector|amen=sofa|amen=soundproofing|amen=telephone|amen=towels
450,260205,Hotel Senningerbrau,ptype=hotels|star=4|amen=air conditioning|amen=bathrobes|amen=carpeting|amen=closet|amen=desk|amen=free wi-fi in all rooms|amen=hair dryer|amen=heating|amen=in-room safe box|amen=linens|amen=mirror|amen=satellitecable channels|amen=slippers|amen=smoke detector|amen=sofa|amen=soundproofing|amen=telephone|amen=towels
451,260966,Happy Stubai,ptype=hotels|star=4|amen=air conditioning|amen=bathrobes|amen=carpeting|amen=closet|amen=free wi-fi in all rooms|amen=hair dryer|amen=heating|amen=in-room safe box|amen=linens|amen=mirror|amen=seating area|amen=separate dining area|amen=smoke detector|amen=sofa|amen=telephone|amen=toiletries|amen=towels|amen=tv [flat screen]
452,261554,Alpines Lifestyle Hotel Tannenhof,ptype=hotels|star=4|amen=air conditioning|amen=alarm clock|amen=bathrobes|amen=carpeting|amen=closet|amen=desk|amen=free wi-fi in all rooms|amen=hair dryer|amen=heating|amen=in-room safe box|amen=linens|amen=mini bar|amen=mirror|amen=satellitecable channels|amen=seating area|amen=shower|amen=slippers|amen=smoke detector|amen=sofa|amen=telephone|amen=toiletries|amen=towels|amen=wake-up service
453,261554,Alpines Lifestyle Hotel Tannenhof,ptype=hotels|star=4|amen=air conditioning|amen=alarm clock|amen=bathrobes|amen=carpeting|amen=closet|amen=desk|amen=free wi-fi in all rooms|amen=hair dryer|amen=heating|amen=in-room safe box|amen=linens|amen=mini bar|amen=mirror|amen=satellitecable channels|amen=seating area|amen=shower|amen=slippers|amen=smoke detector|amen=sofa|amen=telephone|amen=toiletries|amen=towels|amen=wake-up service
454,261554,Alpines Lifestyle Hotel Tannenhof,ptype=hotels|star=4|amen=air conditioning|amen=alarm clock|amen=bathrobes|amen=carpeting|amen=closet|amen=desk|amen=free wi-fi in all rooms|amen=hair dryer|amen=heating|amen=in-room safe box|amen=linens|amen=mini bar|amen=mirror|amen=satellitecable channels|amen=seating area|amen=slippers|amen=smoke detector|amen=sofa|amen=telephone|amen=toiletries|amen=towels|amen=wake-up service
455,261554,Alpines Lifestyle Hotel Tannenhof,ptype=hotels|star=4|amen=air conditioning|amen=alarm clock|amen=bathrobes|amen=carpeting|amen=closet|amen=desk|amen=free wi-fi in all rooms|amen=hair dryer|amen=heating|amen=in-room safe box|amen=linens|amen=mini bar|amen=mirror|amen=satellitecable channels|amen=seating area|amen=slippers|amen=smoke detector|amen=sofa|amen=telephone|amen=toiletries|amen=towels|amen=wake-up service
456,261557,Alpenland Sporthotel St. Johann im Pongau,ptype=hotels|star=4|amen=air conditioning|amen=alarm clock|amen=bathrobes|amen=carpeting|amen=closet|amen=clothes rack|amen=desk|amen=fan|amen=free bottled water|amen=free wi-fi in all rooms|amen=hair dryer|amen=heating|amen=in-room safe box|amen=interconnecting rooms available|amen=linens|amen=mini bar|amen=mirror|amen=satellitecable channels|amen=seating area|amen=slippers|amen=smoke detector|amen=sofa|amen=telephone|amen=toiletries|amen=towels|amen=wake-up service|amen=woodenparqueted flooring
457,261557,Alpenland Sporthotel St. Johann im Pongau,ptype=hotels|star=4|amen=air conditioning|amen=alarm clock|amen=bathrobes|amen=carpeting|amen=closet|amen=clothes rack|amen=desk|amen=fan|amen=free bottled water|amen=free wi-fi in all rooms|amen=hair dryer|amen=heating|amen=in-room safe box|amen=interconnecting rooms available|amen=linens|amen=mini bar|amen=mirror|amen=satellitecable channels|amen=slippers|amen=smoke detector|amen=sofa|amen=telephone|amen=toiletries|amen=towels|amen=wake-up service|amen=woodenparqueted flooring
458,261557,Alpenland Sporthotel St. Johann im Pongau,ptype=hotels|star=4|amen=air conditioning|amen=alarm clock|amen=bathrobes|amen=carpeting|amen=closet|amen=clothes rack|amen=desk|amen=fan|amen=free bottled water|amen=free wi-fi in all rooms|amen=hair dryer|amen=heating|amen=in-room safe box|amen=interconnecting rooms available|amen=linens|amen=mini bar|amen=mirror|amen=satellitecable channels|amen=slippers|amen=smoke detector|amen=telephone|amen=toiletries|amen=towels|amen=wake-up service|amen=woodenparqueted flooring
459,261557,Alpenland Sporthotel St. Johann im Pongau,ptype=hotels|star=4|amen=air conditioning|amen=alarm clock|amen=bathrobes|amen=carpeting|amen=closet|amen=clothes rack|amen=desk|amen=fan|amen=free bottled water|amen=free wi-fi in all rooms|amen=hair dryer|amen=heating|amen=in-room safe box|amen=linens|amen=mini bar|amen=mirror|amen=satellitecable channels|amen=slippers|amen=smoke detector|amen=telephone|amen=toiletries|amen=towels|amen=wake-up service|amen=woodenparqueted flooring
460,265102,B&B Appartements Glungezer,ptype=hotels|star=3|amen=air conditioning|amen=alarm clock|amen=carpeting|amen=closet|amen=clothes rack|amen=desk|amen=fan|amen=free wi-fi in all rooms|amen=hair dryer|amen=heating|amen=in-room safe box|amen=interconnecting rooms available|amen=linens|amen=private entrance|amen=satellitecable channels|amen=smoke detector|amen=telephone|amen=toiletries|amen=towels
461,270693,Hotel Restaurant Romerhof,ptype=hotels|star=3|amen=air conditioning|amen=carpeting|amen=free wi-fi in all rooms|amen=hair dryer|amen=heating|amen=in-room safe box|amen=satellitecable channels|amen=seating area|amen=telephone
462,277909,JUFA Hotel Leibnitz,ptype=hotels|star=3|amen=air conditioning|amen=desk|amen=free bottled water|amen=free wi-fi in all rooms|amen=hair dryer|amen=in-room safe box|amen=linens|amen=seating area|amen=smoke detector|amen=toiletries|amen=towels|amen=tv [flat screen]
463,277909,JUFA Hotel Leibnitz,ptype=hotels|star=3|amen=air conditioning|amen=desk|amen=free bottled water|amen=free wi-fi in all rooms|amen=hair dryer|amen=in-room safe box|amen=linens|amen=seating area|amen=smoke detector|amen=toiletries|amen=towels|amen=tv [flat screen]
464,294376,Ferienhotel Trattnig,ptype=hotels|star=4|amen=air conditioning|amen=bathrobes|amen=carpeting|amen=closet|amen=clothes rack|amen=coffeetea maker|amen=desk|amen=extra long bed|amen=free bottled water|amen=free wi-fi in all rooms|amen=hair dryer|amen=heating|amen=in-room safe box|amen=interconnecting rooms available|amen=ironing facilities|amen=linens|amen=mirror|amen=smoke detector|amen=telephone|amen=toiletries|amen=towels|amen=tv [flat screen]|amen=wake-up service
465,294376,Ferienhotel Trattnig,ptype=hotels|star=4|amen=air conditioning|amen=carpeting|amen=closet|amen=clothes rack|amen=coffeetea maker|amen=desk|amen=free wi-fi in all rooms|amen=hair dryer|amen=heating|amen=in-room safe box|amen=interconnecting rooms available|amen=ironing facilities|amen=linens|amen=satellitecable channels|amen=smoke detector|amen=telephone|amen=toiletries|amen=towels|amen=wake-up service
466,294376,Ferienhotel Trattnig,ptype=hotels|star=4|amen=air conditioning|amen=carpeting|amen=closet|amen=clothes rack|amen=coffeetea maker|amen=desk|amen=free wi-fi in all rooms|amen=hair dryer|amen=heating|amen=in-room safe box|amen=interconnecting rooms available|amen=ironing facilities|amen=linens|amen=smoke detector|amen=telephone|amen=toiletries|amen=towels|amen=tv [flat screen]|amen=wake-up service
467,298167,Living Hotel Kaiser Franz Joseph by Derag,ptype=hotels|star=4|amen=additional toilet|amen=air conditioning|amen=alarm clock|amen=blackout curtains|amen=carpeting|amen=closet|amen=coffeetea maker|amen=daily housekeeping|amen=desk|amen=dishwasher|amen=dvdcd player|amen=extra long bed|amen=free bottled water|amen=free wi-fi in all rooms|amen=hair dryer|amen=heating|amen=in-room safe box|amen=kitchenware|amen=linens|amen=microwave|amen=mini bar|amen=refrigerator|amen=satellitecable channels|amen=seating area|amen=separate dining area|amen=smoke detector|amen=sofa|amen=telephone|amen=toiletries|amen=towels|amen=trouser press|amen=wake-up service
468,298167,Living Hotel Kaiser Franz Joseph by Derag,ptype=hotels|star=4|amen=air conditioning|amen=alarm clock|amen=blackout curtains|amen=carpeting|amen=closet|amen=coffeetea maker|amen=daily housekeeping|amen=desk|amen=extra long bed|amen=free bottled water|amen=free wi-fi in all rooms|amen=hair dryer|amen=heating|amen=in-room safe box|amen=interconnecting rooms available|amen=linens|amen=mini bar|amen=mirror|amen=refrigerator|amen=satellitecable channels|amen=seating area|amen=smoke detector|amen=telephone|amen=toiletries|amen=towels|amen=wake-up service
469,298167,Living Hotel Kaiser Franz Joseph by Derag,ptype=hotels|star=4|amen=air conditioning|amen=alarm clock|amen=blackout curtains|amen=carpeting|amen=closet|amen=coffeetea maker|amen=daily housekeeping|amen=desk|amen=extra long bed|amen=free bottled water|amen=free wi-fi in all rooms|amen=hair dryer|amen=heating|amen=in-room safe box|amen=interconnecting rooms available|amen=linens|amen=mini bar|amen=mirror|amen=refrigerator|amen=satellitecable channels|amen=seating area|amen=smoke detector|amen=telephone|amen=toiletries|amen=towels|amen=wake-up service
470,298167,Living Hotel Kaiser Franz Joseph by Derag,ptype=hotels|star=4|amen=air conditioning|amen=alarm clock|amen=blackout curtains|amen=carpeting|amen=closet|amen=coffeetea maker|amen=daily housekeeping|amen=desk|amen=extra long bed|amen=free bottled water|amen=free wi-fi in all rooms|amen=hair dryer|amen=heating|amen=in-room safe box|amen=linens|amen=mini bar|amen=refrigerator|amen=satellitecable channels|amen=seating area|amen=smoke detector|amen=telephone|amen=toiletries|amen=towels|amen=wake-up service
471,298167,Living Hotel Kaiser Franz Joseph by Derag,ptype=hotels|star=4|amen=air conditioning|amen=alarm clock|amen=blackout curtains|amen=carpeting|amen=closet|amen=coffeetea maker|amen=daily housekeeping|amen=desk|amen=extra long bed|amen=free bottled water|amen=free wi-fi in all rooms|amen=hair dryer|amen=heating|amen=in-room safe box|amen=linens|amen=mini bar|amen=refrigerator|amen=satellitecable channels|amen=seating area|amen=smoke detector|amen=telephone|amen=toiletries|amen=towels|amen=wake-up service
472,298167,Living Hotel Kaiser Franz Joseph by Derag,ptype=hotels|star=4|amen=air conditioning|amen=alarm clock|amen=closet|amen=coffeetea maker|amen=desk|amen=extra long bed|amen=free bottled water|amen=free wi-fi in all rooms|amen=hair dryer|amen=heating|amen=in-room safe box|amen=linens|amen=microwave|amen=mini bar|amen=refrigerator|amen=satellitecable channels|amen=seating area|amen=smoke detector|amen=telephone|amen=toiletries|amen=towels|amen=wake-up service|amen=woodenparqueted flooring
473,298167,Living Hotel Kaiser Franz Joseph by Derag,ptype=hotels|star=4|amen=air conditioning|amen=alarm clock|amen=closet|amen=coffeetea maker|amen=desk|amen=extra long bed|amen=free bottled water|amen=free wi-fi in all rooms|amen=hair dryer|amen=heating|amen=in-room safe box|amen=linens|amen=microwave|amen=mini bar|amen=refrigerator|amen=satellitecable channels|amen=seating area|amen=smoke detector|amen=telephone|amen=toiletries|amen=towels|amen=wake-up service|amen=woodenparqueted flooring
474,298167,Living Hotel Kaiser Franz Joseph by Derag,ptype=hotels|star=4|amen=air conditioning|amen=blackout curtains|amen=daily housekeeping|amen=desk|amen=free bottled water|amen=free wi-fi in all rooms|amen=hair dryer|amen=heating|amen=in-room safe box|amen=linens|amen=mini bar|amen=mirror|amen=refrigerator|amen=satellitecable channels|amen=telephone|amen=toiletries
475,298167,Living Hotel Kaiser Franz Joseph by Derag,ptype=hotels|star=4|amen=air conditioning|amen=blackout curtains|amen=daily housekeeping|amen=desk|amen=free bottled water|amen=free wi-fi in all rooms|amen=hair dryer|amen=in-room safe box|amen=mini bar|amen=refrigerator|amen=satellitecable channels|amen=shower|amen=telephone|amen=toiletries
476,298167,Living Hotel Kaiser Franz Joseph by Derag,ptype=hotels|star=4|amen=air conditioning|amen=blackout curtains|amen=daily housekeeping|amen=desk|amen=free bottled water|amen=free wi-fi in all rooms|amen=hair dryer|amen=in-room safe box|amen=mini bar|amen=refrigerator|amen=satellitecable channels|amen=shower|amen=telephone|amen=toiletries|amen=towels|amen=trouser press
477,306747,Hotel Wenger Alpenhof,ptype=hotels|star=3|amen=air conditioning|amen=closet|amen=coffeetea maker|amen=desk|amen=hair dryer|amen=heating|amen=in-room safe box|amen=ironing facilities|amen=satellitecable channels|amen=shower|amen=toiletries
478,307649,Gasthof-Pension Waldfriede,ptype=hotels|star=3|amen=air conditioning|amen=carpeting|amen=closet|amen=desk|amen=free wi-fi in all rooms|amen=hair dryer|amen=heating|amen=in-room safe box|amen=ironing facilities|amen=sofa|amen=toiletries|amen=towels|amen=tv [flat screen]
479,307649,Gasthof-Pension Waldfriede,ptype=hotels|star=3|amen=air conditioning|amen=carpeting|amen=closet|amen=desk|amen=free wi-fi in all rooms|amen=hair dryer|amen=heating|amen=in-room safe box|amen=ironing facilities|amen=toiletries|amen=towels|amen=tv [flat screen]
480,309584,All Inklusive Hotel Burgstallerhof,ptype=hotels|star=4|amen=air conditioning|amen=closet|amen=desk|amen=free wi-fi in all rooms|amen=hair dryer|amen=heating|amen=in-room safe box|amen=mosquito net|amen=private entrance|amen=telephone|amen=toiletries|amen=towels|amen=tv
481,309584,All Inklusive Hotel Burgstallerhof,ptype=hotels|star=4|amen=air conditioning|amen=closet|amen=desk|amen=free wi-fi in all rooms|amen=hair dryer|amen=heating|amen=in-room safe box|amen=mosquito net|amen=telephone|amen=toiletries|amen=towels|amen=tv
482,309584,All Inklusive Hotel Burgstallerhof,ptype=hotels|star=4|amen=air conditioning|amen=closet|amen=desk|amen=free wi-fi in all rooms|amen=hair dryer|amen=heating|amen=in-room safe box|amen=mosquito net|amen=telephone|amen=toiletries|amen=towels|amen=tv
483,309584,All Inklusive Hotel Burgstallerhof,ptype=hotels|star=4|amen=air conditioning|amen=closet|amen=desk|amen=free wi-fi in all rooms|amen=hair dryer|amen=heating|amen=in-room safe box|amen=mosquito net|amen=telephone|amen=toiletries|amen=towels|amen=tv
484,309584,All Inklusive Hotel Burgstallerhof,ptype=hotels|star=4|amen=air conditioning|amen=closet|amen=desk|amen=free wi-fi in all rooms|amen=hair dryer|amen=heating|amen=in-room safe box|amen=mosquito net|amen=telephone|amen=toiletries|amen=towels|amen=tv
485,320895,Hotel & Chalet Montana,ptype=hotels|star=4|amen=air conditioning|amen=alarm clock|amen=bathrobes|amen=desk|amen=free wi-fi in all rooms|amen=hair dryer|amen=heating|amen=in-room safe box|amen=interconnecting rooms available|amen=linens|amen=mirror|amen=satellitecable channels|amen=seating area|amen=shower|amen=slippers|amen=telephone|amen=toiletries|amen=towels|amen=wake-up service
486,320895,Hotel & Chalet Montana,ptype=hotels|star=4|amen=air conditioning|amen=alarm clock|amen=bathrobes|amen=desk|amen=free wi-fi in all rooms|amen=hair dryer|amen=heating|amen=in-room safe box|amen=interconnecting rooms available|amen=linens|amen=mirror|amen=satellitecable channels|amen=seating area|amen=slippers|amen=telephone|amen=toiletries|amen=towels|amen=wake-up service
487,320895,Hotel & Chalet Montana,ptype=hotels|star=4|amen=air conditioning|amen=alarm clock|amen=bathrobes|amen=desk|amen=free wi-fi in all rooms|amen=hair dryer|amen=heating|amen=in-room safe box|amen=interconnecting rooms available|amen=linens|amen=mirror|amen=satellitecable channels|amen=seating area|amen=slippers|amen=telephone|amen=toiletries|amen=towels|amen=wake-up service
488,320895,Hotel & Chalet Montana,ptype=hotels|star=4|amen=air conditioning|amen=alarm clock|amen=bathrobes|amen=desk|amen=free wi-fi in all rooms|amen=hair dryer|amen=heating|amen=in-room safe box|amen=interconnecting rooms available|amen=linens|amen=mirror|amen=satellitecable channels|amen=seating area|amen=slippers|amen=telephone|amen=toiletries|amen=towels|amen=wake-up service
489,321868,Pension Thermensonne,ptype=hotels|star=3|amen=air conditioning|amen=alarm clock|amen=bathrobes|amen=closet|amen=free wi-fi in all rooms|amen=hair dryer|amen=heating|amen=high chair|amen=in-room safe box|amen=linens|amen=mirror|amen=satellitecable channels|amen=separate dining area|amen=smoke detector|amen=sofa|amen=towels|amen=woodenparqueted flooring
490,321868,Pension Thermensonne,ptype=hotels|star=3|amen=air conditioning|amen=free wi-fi in all rooms|amen=in-room safe box|amen=shower|amen=tv
491,328254,Hotel Post,ptype=hotels|star=4|amen=air conditioning|amen=closet|amen=coffeetea maker|amen=desk|amen=extra long bed|amen=free wi-fi in all rooms|amen=heating|amen=in-room safe box|amen=laptop safe box|amen=mini bar|amen=refrigerator|amen=satellitecable channels|amen=soundproofing|amen=wake-up service|amen=woodenparqueted flooring
492,328254,Hotel Post,ptype=hotels|star=4|amen=air conditioning|amen=closet|amen=coffeetea maker|amen=desk|amen=extra long bed|amen=free wi-fi in all rooms|amen=heating|amen=in-room safe box|amen=laptop safe box|amen=mini bar|amen=refrigerator|amen=satellitecable channels|amen=soundproofing|amen=wake-up service|amen=woodenparqueted flooring
493,328254,Hotel Post,ptype=hotels|star=4|amen=air conditioning|amen=closet|amen=coffeetea maker|amen=desk|amen=extra long bed|amen=free wi-fi in all rooms|amen=heating|amen=in-room safe box|amen=laptop safe box|amen=mini bar|amen=refrigerator|amen=satellitecable channels|amen=soundproofing|amen=wake-up service|amen=woodenparqueted flooring
494,349269,Almwellness-Resort Tuffbad,ptype=resorts|star=4|amen=air conditioning|amen=bathrobes|amen=carpeting|amen=closet|amen=clothes rack|amen=desk|amen=free wi-fi in all rooms|amen=hair dryer|amen=heating|amen=in-room safe box|amen=linens|amen=mirror|amen=satellitecable channels|amen=seating area|amen=slippers|amen=sofa|amen=telephone|amen=toiletries|amen=towels
495,349269,Almwellness-Resort Tuffbad,ptype=resorts|star=4|amen=air conditioning|amen=bathrobes|amen=carpeting|amen=closet|amen=clothes rack|amen=desk|amen=free wi-fi in all rooms|amen=hair dryer|amen=heating|amen=in-room safe box|amen=linens|amen=mirror|amen=satellitecable channels|amen=seating area|amen=sofa|amen=telephone|amen=toiletries|amen=towels
496,349269,Almwellness-Resort Tuffbad,ptype=resorts|star=4|amen=air conditioning|amen=bathrobes|amen=desk|amen=free wi-fi in all rooms|amen=hair dryer|amen=heating|amen=in-room safe box|amen=mirror|amen=satellitecable channels|amen=seating area|amen=sofa|amen=telephone|amen=toiletries|amen=towels
497,355865,Hotel garni Moserhof,ptype=hotels|star=4|amen=air conditioning|amen=alarm clock|amen=bathrobes|amen=carpeting|amen=closet|amen=coffeetea maker|amen=desk|amen=free wi-fi in all rooms|amen=hair dryer|amen=heating|amen=in-room safe box|amen=kitchenware|amen=linens|amen=microwave|amen=mirror|amen=refrigerator|amen=satellitecable channels|amen=seating area|amen=shower|amen=smoke detector|amen=sofa|amen=telephone|amen=toiletries|amen=towels
498,355865,Hotel garni Moserhof,ptype=hotels|star=4|amen=air conditioning|amen=alarm clock|amen=bathrobes|amen=carpeting|amen=closet|amen=desk|amen=free wi-fi in all rooms|amen=hair dryer|amen=heating|amen=in-room safe box|amen=linens|amen=mirror|amen=refrigerator|amen=satellitecable channels|amen=smoke detector|amen=sofa|amen=telephone|amen=toiletries|amen=towels
499,355865,Hotel garni Moserhof,ptype=hotels|star=4|amen=air conditioning|amen=alarm clock|amen=bathrobes|amen=carpeting|amen=closet|amen=desk|amen=free wi-fi in all rooms|amen=hair dryer|amen=heating|amen=in-room safe box|amen=linens|amen=mirror|amen=refrigerator|amen=satellitecable channels|amen=smoke detector|amen=sofa|amen=telephone|amen=toiletries|amen=towels|amen=woodenparqueted flooring
500,355865,Hotel garni Moserhof,ptype=hotels|star=4|amen=air conditioning|amen=alarm clock|amen=bathrobes|amen=closet|amen=coffeetea maker|amen=desk|amen=free wi-fi in all rooms|amen=hair dryer|amen=heating|amen=in-room safe box|amen=kitchenware|amen=linens|amen=microwave|amen=mirror|amen=refrigerator|amen=satellitecable channels|amen=seating area|amen=separate dining area|amen=smoke detector|amen=sofa|amen=telephone|amen=toiletries|amen=towels|amen=woodenparqueted flooring
501,359963,La Pura Womens Health Resort Kamptal,ptype=hotels|star=4|amen=air conditioning|amen=bathrobes|amen=closet|amen=coffeetea maker|amen=desk|amen=free bottled water|amen=free wi-fi in all rooms|amen=hair dryer|amen=heating|amen=in-room safe box|amen=interconnecting rooms available|amen=mini bar|amen=mirror|amen=satellitecable channels|amen=seating area|amen=slippers|amen=telephone|amen=toiletries|amen=towels|amen=wake-up service|amen=woodenparqueted flooring
